"ParticipantID","Stage","set","wIndex","Achiever","FreeSpirit","TransformOfChallenge","TransformOfBorendom","Group","AbsError"
11,"STR",1,1,60,65,75,23,"E",0.573
11,"STR",1,2,60,65,75,23,"E",0.7239
11,"STR",1,3,60,65,75,23,"E",0.6025
11,"STR",1,4,60,65,75,23,"E",0.6034
11,"STR",1,5,60,65,75,23,"E",0.6262
11,"STR",1,6,60,65,75,23,"E",0.6943
11,"STR",1,7,60,65,75,23,"E",0.6694
11,"STR",1,8,60,65,75,23,"E",0.7038
11,"STR",1,9,60,65,75,23,"E",0.5556
11,"STR",1,10,60,65,75,23,"E",0.5811
11,"STR",1,11,60,65,75,23,"E",0.6144
11,"STR",1,12,60,65,75,23,"E",0.5935
11,"STR",1,13,60,65,75,23,"E",0.5875
11,"STR",1,14,60,65,75,23,"E",0.5353
11,"STR",1,15,60,65,75,23,"E",0.6549
11,"STR",1,16,60,65,75,23,"E",0.573
11,"STR",1,17,60,65,75,23,"E",0.5059
11,"STR",1,18,60,65,75,23,"E",0.5834
11,"STR",1,19,60,65,75,23,"E",0.544
11,"STR",1,20,60,65,75,23,"E",0.5574
11,"STR",2,1,60,65,75,23,"E",0.633
11,"STR",2,2,60,65,75,23,"E",0.4997
11,"STR",2,3,60,65,75,23,"E",0.57
11,"STR",2,4,60,65,75,23,"E",0.6139
11,"STR",2,5,60,65,75,23,"E",0.7063
11,"STR",2,6,60,65,75,23,"E",0.5211
11,"STR",2,7,60,65,75,23,"E",0.5685
11,"STR",2,8,60,65,75,23,"E",0.6118
11,"STR",2,9,60,65,75,23,"E",0.5782
11,"STR",2,10,60,65,75,23,"E",0.5849
11,"STR",2,11,60,65,75,23,"E",0.4657
11,"STR",2,12,60,65,75,23,"E",0.5382
11,"STR",2,13,60,65,75,23,"E",0.459
11,"STR",2,14,60,65,75,23,"E",0.5706
11,"STR",2,15,60,65,75,23,"E",0.5717
11,"STR",2,16,60,65,75,23,"E",0.3713
11,"STR",2,17,60,65,75,23,"E",0.5433
11,"STR",2,18,60,65,75,23,"E",0.4467
11,"STR",2,19,60,65,75,23,"E",0.4906
11,"STR",2,20,60,65,75,23,"E",0.5088
11,"LTR",1,1,60,65,75,23,"E",0.6563
11,"LTR",1,2,60,65,75,23,"E",0.5971
11,"LTR",1,3,60,65,75,23,"E",0.7542
11,"LTR",1,4,60,65,75,23,"E",0.7943
11,"LTR",1,5,60,65,75,23,"E",0.6394
11,"LTR",1,6,60,65,75,23,"E",0.8738
11,"LTR",1,7,60,65,75,23,"E",0.7369
11,"LTR",1,8,60,65,75,23,"E",0.663
11,"LTR",1,9,60,65,75,23,"E",0.6587
11,"LTR",1,10,60,65,75,23,"E",0.6757
11,"LTR",1,11,60,65,75,23,"E",0.6922
11,"LTR",1,12,60,65,75,23,"E",0.5969
11,"LTR",1,13,60,65,75,23,"E",0.7425
11,"LTR",1,14,60,65,75,23,"E",0.7604
11,"LTR",1,15,60,65,75,23,"E",0.661
11,"LTR",1,16,60,65,75,23,"E",0.5848
11,"LTR",1,17,60,65,75,23,"E",0.6289
11,"LTR",1,18,60,65,75,23,"E",0.5807
11,"LTR",1,19,60,65,75,23,"E",0.6502
11,"LTR",1,20,60,65,75,23,"E",0.696
11,"LTR",2,1,60,65,75,23,"E",0.6302
11,"LTR",2,2,60,65,75,23,"E",0.693
11,"LTR",2,3,60,65,75,23,"E",0.5764
11,"LTR",2,4,60,65,75,23,"E",0.5985
11,"LTR",2,5,60,65,75,23,"E",0.4672
11,"LTR",2,6,60,65,75,23,"E",0.5988
11,"LTR",2,7,60,65,75,23,"E",0.6512
11,"LTR",2,8,60,65,75,23,"E",0.6894
11,"LTR",2,9,60,65,75,23,"E",0.6387
11,"LTR",2,10,60,65,75,23,"E",0.6249
11,"LTR",2,11,60,65,75,23,"E",0.5883
11,"LTR",2,12,60,65,75,23,"E",0.5757
11,"LTR",2,13,60,65,75,23,"E",0.5802
11,"LTR",2,14,60,65,75,23,"E",0.5848
11,"LTR",2,15,60,65,75,23,"E",0.592
11,"LTR",2,16,60,65,75,23,"E",0.5768
11,"LTR",2,17,60,65,75,23,"E",0.6173
11,"LTR",2,18,60,65,75,23,"E",0.543
11,"LTR",2,19,60,65,75,23,"E",0.4957
11,"LTR",2,20,60,65,75,23,"E",0.5434
12,"BL",1,1,68,60,93,38,"C",0.6327
12,"BL",1,2,68,60,93,38,"C",0.6642
12,"BL",1,3,68,60,93,38,"C",0.7355
12,"BL",1,4,68,60,93,38,"C",0.6606
12,"BL",1,5,68,60,93,38,"C",0.741
12,"BL",1,6,68,60,93,38,"C",0.7318
12,"BL",1,7,68,60,93,38,"C",0.8856
12,"BL",1,8,68,60,93,38,"C",0.6584
12,"BL",1,9,68,60,93,38,"C",0.605
12,"BL",1,10,68,60,93,38,"C",0.6352
12,"BL",1,11,68,60,93,38,"C",0.6395
12,"BL",1,12,68,60,93,38,"C",0.6563
12,"BL",1,13,68,60,93,38,"C",0.6482
12,"BL",1,14,68,60,93,38,"C",0.5575
12,"BL",1,15,68,60,93,38,"C",0.6994
12,"BL",1,16,68,60,93,38,"C",0.6773
12,"BL",1,17,68,60,93,38,"C",0.6847
12,"BL",1,18,68,60,93,38,"C",0.6469
12,"BL",1,19,68,60,93,38,"C",0.5983
12,"BL",1,20,68,60,93,38,"C",0.5033
12,"BL",2,1,68,60,93,38,"C",0.6157
12,"BL",2,2,68,60,93,38,"C",0.7168
12,"BL",2,3,68,60,93,38,"C",0.5323
12,"BL",2,4,68,60,93,38,"C",0.658
12,"BL",2,5,68,60,93,38,"C",0.614
12,"BL",2,6,68,60,93,38,"C",0.5695
12,"BL",2,7,68,60,93,38,"C",0.4835
12,"BL",2,8,68,60,93,38,"C",0.5745
12,"BL",2,9,68,60,93,38,"C",0.5433
12,"BL",2,10,68,60,93,38,"C",0.5687
12,"BL",2,11,68,60,93,38,"C",0.5593
12,"BL",2,12,68,60,93,38,"C",0.4899
12,"BL",2,13,68,60,93,38,"C",0.6127
12,"BL",2,14,68,60,93,38,"C",0.5667
12,"BL",2,15,68,60,93,38,"C",0.6224
12,"BL",2,16,68,60,93,38,"C",0.5365
12,"BL",2,17,68,60,93,38,"C",0.5697
12,"BL",2,18,68,60,93,38,"C",0.4729
12,"BL",2,19,68,60,93,38,"C",0.5317
12,"BL",2,20,68,60,93,38,"C",0.4869
12,"STR",1,1,68,60,93,38,"C",0.4549
12,"STR",1,2,68,60,93,38,"C",0.4986
12,"STR",1,3,68,60,93,38,"C",0.4168
12,"STR",1,4,68,60,93,38,"C",0.3884
12,"STR",1,5,68,60,93,38,"C",0.4567
12,"STR",1,6,68,60,93,38,"C",0.4023
12,"STR",1,7,68,60,93,38,"C",0.4244
12,"STR",1,8,68,60,93,38,"C",0.4619
12,"STR",1,9,68,60,93,38,"C",0.4119
12,"STR",1,10,68,60,93,38,"C",0.4068
12,"STR",1,11,68,60,93,38,"C",0.3798
12,"STR",1,12,68,60,93,38,"C",0.3576
12,"STR",1,13,68,60,93,38,"C",0.4927
12,"STR",1,14,68,60,93,38,"C",0.3369
12,"STR",1,15,68,60,93,38,"C",0.4226
12,"STR",1,16,68,60,93,38,"C",0.3779
12,"STR",1,17,68,60,93,38,"C",0.4
12,"STR",1,18,68,60,93,38,"C",0.3833
12,"STR",1,19,68,60,93,38,"C",0.4158
12,"STR",1,20,68,60,93,38,"C",0.3398
12,"STR",2,1,68,60,93,38,"C",0.4401
12,"STR",2,2,68,60,93,38,"C",0.3784
12,"STR",2,3,68,60,93,38,"C",0.3746
12,"STR",2,4,68,60,93,38,"C",0.3512
12,"STR",2,5,68,60,93,38,"C",0.4182
12,"STR",2,6,68,60,93,38,"C",0.3577
12,"STR",2,7,68,60,93,38,"C",0.3556
12,"STR",2,8,68,60,93,38,"C",0.447
12,"STR",2,9,68,60,93,38,"C",0.3389
12,"STR",2,10,68,60,93,38,"C",0.3674
12,"STR",2,11,68,60,93,38,"C",0.3712
12,"STR",2,12,68,60,93,38,"C",0.3474
12,"STR",2,13,68,60,93,38,"C",0.3786
12,"STR",2,14,68,60,93,38,"C",0.3706
12,"STR",2,15,68,60,93,38,"C",0.4076
12,"STR",2,16,68,60,93,38,"C",0.3373
12,"STR",2,17,68,60,93,38,"C",0.3446
12,"STR",2,18,68,60,93,38,"C",0.3463
12,"STR",2,19,68,60,93,38,"C",0.3156
12,"STR",2,20,68,60,93,38,"C",0.3453
12,"LTR",1,1,68,60,93,38,"C",0.4731
12,"LTR",1,2,68,60,93,38,"C",0.4753
12,"LTR",1,3,68,60,93,38,"C",0.5543
12,"LTR",1,4,68,60,93,38,"C",0.4654
12,"LTR",1,5,68,60,93,38,"C",0.474
12,"LTR",1,6,68,60,93,38,"C",0.4715
12,"LTR",1,7,68,60,93,38,"C",0.4297
12,"LTR",1,8,68,60,93,38,"C",0.5165
12,"LTR",1,9,68,60,93,38,"C",0.4075
12,"LTR",1,10,68,60,93,38,"C",0.4921
12,"LTR",1,11,68,60,93,38,"C",0.4129
12,"LTR",1,12,68,60,93,38,"C",0.4872
12,"LTR",1,13,68,60,93,38,"C",0.4194
12,"LTR",1,14,68,60,93,38,"C",0.3968
12,"LTR",1,15,68,60,93,38,"C",0.4182
12,"LTR",1,16,68,60,93,38,"C",0.4591
12,"LTR",1,17,68,60,93,38,"C",0.4683
12,"LTR",1,18,68,60,93,38,"C",0.4426
12,"LTR",1,19,68,60,93,38,"C",0.342
12,"LTR",1,20,68,60,93,38,"C",0.4021
12,"LTR",2,1,68,60,93,38,"C",0.4034
12,"LTR",2,2,68,60,93,38,"C",0.3531
12,"LTR",2,3,68,60,93,38,"C",0.451
12,"LTR",2,4,68,60,93,38,"C",0.3693
12,"LTR",2,5,68,60,93,38,"C",0.3754
12,"LTR",2,6,68,60,93,38,"C",0.3891
12,"LTR",2,7,68,60,93,38,"C",0.4108
12,"LTR",2,8,68,60,93,38,"C",0.3981
12,"LTR",2,9,68,60,93,38,"C",0.4803
12,"LTR",2,10,68,60,93,38,"C",0.4488
12,"LTR",2,11,68,60,93,38,"C",0.4125
12,"LTR",2,12,68,60,93,38,"C",0.4033
12,"LTR",2,13,68,60,93,38,"C",0.3849
12,"LTR",2,14,68,60,93,38,"C",0.3843
12,"LTR",2,15,68,60,93,38,"C",0.4228
12,"LTR",2,16,68,60,93,38,"C",0.3794
12,"LTR",2,17,68,60,93,38,"C",0.3636
12,"LTR",2,18,68,60,93,38,"C",0.4032
12,"LTR",2,19,68,60,93,38,"C",0.3477
12,"LTR",2,20,68,60,93,38,"C",0.4093
13,"BL",1,1,62,62,74,40,"E",1.0391
13,"BL",1,2,62,62,74,40,"E",0.9953
13,"BL",1,3,62,62,74,40,"E",1.1279
13,"BL",1,4,62,62,74,40,"E",0.9443
13,"BL",1,5,62,62,74,40,"E",1.1519
13,"BL",1,6,62,62,74,40,"E",1.024
13,"BL",1,7,62,62,74,40,"E",0.9826
13,"BL",1,8,62,62,74,40,"E",0.9653
13,"BL",1,9,62,62,74,40,"E",0.9688
13,"BL",1,10,62,62,74,40,"E",0.9981
13,"BL",1,11,62,62,74,40,"E",0.8961
13,"BL",1,12,62,62,74,40,"E",0.9025
13,"BL",1,13,62,62,74,40,"E",0.8245
13,"BL",1,14,62,62,74,40,"E",0.9941
13,"BL",1,15,62,62,74,40,"E",1.0194
13,"BL",1,16,62,62,74,40,"E",0.935
13,"BL",1,17,62,62,74,40,"E",0.9438
13,"BL",1,18,62,62,74,40,"E",0.9064
13,"BL",1,19,62,62,74,40,"E",0.8418
13,"BL",1,20,62,62,74,40,"E",0.7551
13,"BL",2,1,62,62,74,40,"E",0.8652
13,"BL",2,2,62,62,74,40,"E",0.932
13,"BL",2,3,62,62,74,40,"E",0.9381
13,"BL",2,4,62,62,74,40,"E",0.867
13,"BL",2,5,62,62,74,40,"E",0.8654
13,"BL",2,6,62,62,74,40,"E",0.7439
13,"BL",2,7,62,62,74,40,"E",1.0011
13,"BL",2,8,62,62,74,40,"E",0.8932
13,"BL",2,9,62,62,74,40,"E",0.7464
13,"BL",2,10,62,62,74,40,"E",0.7634
13,"BL",2,11,62,62,74,40,"E",0.8775
13,"BL",2,12,62,62,74,40,"E",0.7569
13,"BL",2,13,62,62,74,40,"E",0.795
13,"BL",2,14,62,62,74,40,"E",0.9175
13,"BL",2,15,62,62,74,40,"E",0.7648
13,"BL",2,16,62,62,74,40,"E",0.6856
13,"BL",2,17,62,62,74,40,"E",0.7657
13,"BL",2,18,62,62,74,40,"E",0.7971
13,"BL",2,19,62,62,74,40,"E",0.7259
13,"BL",2,20,62,62,74,40,"E",0.8482
13,"STR",1,1,62,62,74,40,"E",0.5715
13,"STR",1,2,62,62,74,40,"E",0.6454
13,"STR",1,3,62,62,74,40,"E",0.7808
13,"STR",1,4,62,62,74,40,"E",0.6576
13,"STR",1,5,62,62,74,40,"E",0.6254
13,"STR",1,6,62,62,74,40,"E",0.6232
13,"STR",1,7,62,62,74,40,"E",0.5806
13,"STR",1,8,62,62,74,40,"E",0.6857
13,"STR",1,9,62,62,74,40,"E",0.6557
13,"STR",1,10,62,62,74,40,"E",0.6389
13,"STR",1,11,62,62,74,40,"E",0.5991
13,"STR",1,12,62,62,74,40,"E",0.6414
13,"STR",1,13,62,62,74,40,"E",0.6548
13,"STR",1,14,62,62,74,40,"E",0.6909
13,"STR",1,15,62,62,74,40,"E",0.6907
13,"STR",1,16,62,62,74,40,"E",0.63
13,"STR",1,17,62,62,74,40,"E",0.5531
13,"STR",1,18,62,62,74,40,"E",0.625
13,"STR",1,19,62,62,74,40,"E",0.605
13,"STR",1,20,62,62,74,40,"E",0.5686
13,"STR",2,1,62,62,74,40,"E",0.5511
13,"STR",2,2,62,62,74,40,"E",0.5868
13,"STR",2,3,62,62,74,40,"E",0.6414
13,"STR",2,4,62,62,74,40,"E",0.5863
13,"STR",2,5,62,62,74,40,"E",0.5015
13,"STR",2,6,62,62,74,40,"E",0.532
13,"STR",2,7,62,62,74,40,"E",0.633
13,"STR",2,8,62,62,74,40,"E",0.6466
13,"STR",2,9,62,62,74,40,"E",0.5278
13,"STR",2,10,62,62,74,40,"E",0.5085
13,"STR",2,11,62,62,74,40,"E",0.4609
13,"STR",2,12,62,62,74,40,"E",0.55
13,"STR",2,13,62,62,74,40,"E",0.5082
13,"STR",2,14,62,62,74,40,"E",0.4527
13,"STR",2,15,62,62,74,40,"E",0.4803
13,"STR",2,16,62,62,74,40,"E",0.5007
13,"STR",2,17,62,62,74,40,"E",0.511
13,"STR",2,18,62,62,74,40,"E",0.4761
13,"STR",2,19,62,62,74,40,"E",0.5307
13,"STR",2,20,62,62,74,40,"E",0.4975
13,"LTR",1,1,62,62,74,40,"E",0.7766
13,"LTR",1,2,62,62,74,40,"E",0.7408
13,"LTR",1,3,62,62,74,40,"E",0.7553
13,"LTR",1,4,62,62,74,40,"E",0.6263
13,"LTR",1,5,62,62,74,40,"E",0.7892
13,"LTR",1,6,62,62,74,40,"E",0.7363
13,"LTR",1,7,62,62,74,40,"E",0.7737
13,"LTR",1,8,62,62,74,40,"E",0.63
13,"LTR",1,9,62,62,74,40,"E",0.6609
13,"LTR",1,10,62,62,74,40,"E",0.7721
13,"LTR",1,11,62,62,74,40,"E",0.8433
13,"LTR",1,12,62,62,74,40,"E",0.6219
13,"LTR",1,13,62,62,74,40,"E",0.7705
13,"LTR",1,14,62,62,74,40,"E",0.7677
13,"LTR",1,15,62,62,74,40,"E",0.8424
13,"LTR",1,16,62,62,74,40,"E",0.6136
13,"LTR",1,17,62,62,74,40,"E",0.6173
13,"LTR",1,18,62,62,74,40,"E",0.6912
13,"LTR",1,19,62,62,74,40,"E",0.5724
13,"LTR",1,20,62,62,74,40,"E",0.6205
13,"LTR",2,1,62,62,74,40,"E",0.7517
13,"LTR",2,2,62,62,74,40,"E",0.6471
13,"LTR",2,3,62,62,74,40,"E",0.6954
13,"LTR",2,4,62,62,74,40,"E",0.6351
13,"LTR",2,5,62,62,74,40,"E",0.6961
13,"LTR",2,6,62,62,74,40,"E",0.7476
13,"LTR",2,7,62,62,74,40,"E",0.7362
13,"LTR",2,8,62,62,74,40,"E",0.5326
13,"LTR",2,9,62,62,74,40,"E",0.7482
13,"LTR",2,10,62,62,74,40,"E",0.666
13,"LTR",2,11,62,62,74,40,"E",0.6495
13,"LTR",2,12,62,62,74,40,"E",0.592
13,"LTR",2,13,62,62,74,40,"E",0.648
13,"LTR",2,14,62,62,74,40,"E",0.6586
13,"LTR",2,15,62,62,74,40,"E",0.685
13,"LTR",2,16,62,62,74,40,"E",0.5373
13,"LTR",2,17,62,62,74,40,"E",0.5205
13,"LTR",2,18,62,62,74,40,"E",0.5459
13,"LTR",2,19,62,62,74,40,"E",0.5384
13,"LTR",2,20,62,62,74,40,"E",0.56
14,"BL",1,1,87,67,83,10,"C",1.2377
14,"BL",1,2,87,67,83,10,"C",1.0321
14,"BL",1,3,87,67,83,10,"C",1.0455
14,"BL",1,4,87,67,83,10,"C",1.2045
14,"BL",1,5,87,67,83,10,"C",1.0738
14,"BL",1,6,87,67,83,10,"C",1.005
14,"BL",1,7,87,67,83,10,"C",1.177
14,"BL",1,8,87,67,83,10,"C",0.9571
14,"BL",1,9,87,67,83,10,"C",1.1737
14,"BL",1,10,87,67,83,10,"C",0.9382
14,"BL",1,11,87,67,83,10,"C",1.0192
14,"BL",1,12,87,67,83,10,"C",0.9446
14,"BL",1,13,87,67,83,10,"C",0.9626
14,"BL",1,14,87,67,83,10,"C",1.0244
14,"BL",1,15,87,67,83,10,"C",1.1443
14,"BL",1,16,87,67,83,10,"C",0.9677
14,"BL",1,17,87,67,83,10,"C",1.0089
14,"BL",1,18,87,67,83,10,"C",0.9197
14,"BL",1,19,87,67,83,10,"C",1.125
14,"BL",1,20,87,67,83,10,"C",0.9046
14,"BL",2,1,87,67,83,10,"C",1.1548
14,"BL",2,2,87,67,83,10,"C",1.0512
14,"BL",2,3,87,67,83,10,"C",0.9189
14,"BL",2,4,87,67,83,10,"C",1.0388
14,"BL",2,5,87,67,83,10,"C",0.9731
14,"BL",2,6,87,67,83,10,"C",0.8274
14,"BL",2,7,87,67,83,10,"C",0.9429
14,"BL",2,8,87,67,83,10,"C",0.9747
14,"BL",2,9,87,67,83,10,"C",0.8024
14,"BL",2,10,87,67,83,10,"C",0.8957
14,"BL",2,11,87,67,83,10,"C",0.7856
14,"BL",2,12,87,67,83,10,"C",0.8935
14,"BL",2,13,87,67,83,10,"C",0.9591
14,"BL",2,14,87,67,83,10,"C",0.9202
14,"BL",2,15,87,67,83,10,"C",0.9928
14,"BL",2,16,87,67,83,10,"C",0.8906
14,"BL",2,17,87,67,83,10,"C",0.8977
14,"BL",2,18,87,67,83,10,"C",0.8614
14,"BL",2,19,87,67,83,10,"C",0.7558
14,"BL",2,20,87,67,83,10,"C",1.0464
14,"STR",1,1,87,67,83,10,"C",0.7745
14,"STR",1,2,87,67,83,10,"C",0.8434
14,"STR",1,3,87,67,83,10,"C",0.7686
14,"STR",1,4,87,67,83,10,"C",0.8703
14,"STR",1,5,87,67,83,10,"C",0.7374
14,"STR",1,6,87,67,83,10,"C",0.6441
14,"STR",1,7,87,67,83,10,"C",0.7054
14,"STR",1,8,87,67,83,10,"C",0.7632
14,"STR",1,9,87,67,83,10,"C",0.6675
14,"STR",1,10,87,67,83,10,"C",0.7341
14,"STR",1,11,87,67,83,10,"C",0.6707
14,"STR",1,12,87,67,83,10,"C",0.7662
14,"STR",1,13,87,67,83,10,"C",0.6851
14,"STR",1,14,87,67,83,10,"C",0.646
14,"STR",1,15,87,67,83,10,"C",0.8316
14,"STR",1,16,87,67,83,10,"C",0.799
14,"STR",1,17,87,67,83,10,"C",0.6851
14,"STR",1,18,87,67,83,10,"C",0.7805
14,"STR",1,19,87,67,83,10,"C",0.663
14,"STR",1,20,87,67,83,10,"C",0.7133
14,"STR",2,1,87,67,83,10,"C",0.5966
14,"STR",2,2,87,67,83,10,"C",0.6121
14,"STR",2,3,87,67,83,10,"C",0.7141
14,"STR",2,4,87,67,83,10,"C",0.6009
14,"STR",2,5,87,67,83,10,"C",0.7412
14,"STR",2,6,87,67,83,10,"C",0.7394
14,"STR",2,7,87,67,83,10,"C",0.738
14,"STR",2,8,87,67,83,10,"C",0.6238
14,"STR",2,9,87,67,83,10,"C",0.7526
14,"STR",2,10,87,67,83,10,"C",0.6747
14,"STR",2,11,87,67,83,10,"C",0.5753
14,"STR",2,12,87,67,83,10,"C",0.5947
14,"STR",2,13,87,67,83,10,"C",0.7037
14,"STR",2,14,87,67,83,10,"C",0.5572
14,"STR",2,15,87,67,83,10,"C",0.7539
14,"STR",2,16,87,67,83,10,"C",0.5703
14,"STR",2,17,87,67,83,10,"C",0.6001
14,"STR",2,18,87,67,83,10,"C",0.5796
14,"STR",2,19,87,67,83,10,"C",0.5589
14,"STR",2,20,87,67,83,10,"C",0.6135
14,"LTR",1,1,87,67,83,10,"C",0.8804
14,"LTR",1,2,87,67,83,10,"C",0.7878
14,"LTR",1,3,87,67,83,10,"C",0.8999
14,"LTR",1,4,87,67,83,10,"C",0.8541
14,"LTR",1,5,87,67,83,10,"C",0.9829
14,"LTR",1,6,87,67,83,10,"C",0.7697
14,"LTR",1,7,87,67,83,10,"C",0.9044
14,"LTR",1,8,87,67,83,10,"C",0.776
14,"LTR",1,9,87,67,83,10,"C",0.7024
14,"LTR",1,10,87,67,83,10,"C",1.0376
14,"LTR",1,11,87,67,83,10,"C",0.714
14,"LTR",1,12,87,67,83,10,"C",0.9888
14,"LTR",1,13,87,67,83,10,"C",0.7535
14,"LTR",1,14,87,67,83,10,"C",0.6673
14,"LTR",1,15,87,67,83,10,"C",0.8384
14,"LTR",1,16,87,67,83,10,"C",0.7459
14,"LTR",1,17,87,67,83,10,"C",0.8549
14,"LTR",1,18,87,67,83,10,"C",0.7921
14,"LTR",1,19,87,67,83,10,"C",0.9484
14,"LTR",1,20,87,67,83,10,"C",0.7881
14,"LTR",2,1,87,67,83,10,"C",0.7143
14,"LTR",2,2,87,67,83,10,"C",0.7213
14,"LTR",2,3,87,67,83,10,"C",0.7758
14,"LTR",2,4,87,67,83,10,"C",0.706
14,"LTR",2,5,87,67,83,10,"C",0.7365
14,"LTR",2,6,87,67,83,10,"C",0.6751
14,"LTR",2,7,87,67,83,10,"C",0.8802
14,"LTR",2,8,87,67,83,10,"C",0.766
14,"LTR",2,9,87,67,83,10,"C",0.7115
14,"LTR",2,10,87,67,83,10,"C",0.596
14,"LTR",2,11,87,67,83,10,"C",0.6833
14,"LTR",2,12,87,67,83,10,"C",0.749
14,"LTR",2,13,87,67,83,10,"C",0.6782
14,"LTR",2,14,87,67,83,10,"C",0.7662
14,"LTR",2,15,87,67,83,10,"C",0.7155
14,"LTR",2,16,87,67,83,10,"C",0.6941
14,"LTR",2,17,87,67,83,10,"C",0.7727
14,"LTR",2,18,87,67,83,10,"C",0.7986
14,"LTR",2,19,87,67,83,10,"C",0.7013
14,"LTR",2,20,87,67,83,10,"C",0.593
15,"BL",1,1,92,63,65,44,"E",1.1396
15,"BL",1,2,92,63,65,44,"E",1.0316
15,"BL",1,3,92,63,65,44,"E",1.0541
15,"BL",1,4,92,63,65,44,"E",0.9362
15,"BL",1,5,92,63,65,44,"E",0.9746
15,"BL",1,6,92,63,65,44,"E",1.0423
15,"BL",1,7,92,63,65,44,"E",0.966
15,"BL",1,8,92,63,65,44,"E",1.0521
15,"BL",1,9,92,63,65,44,"E",1.0533
15,"BL",1,10,92,63,65,44,"E",0.9957
15,"BL",1,11,92,63,65,44,"E",1.0407
15,"BL",1,12,92,63,65,44,"E",1.3617
15,"BL",1,13,92,63,65,44,"E",0.7969
15,"BL",1,14,92,63,65,44,"E",1.0926
15,"BL",1,15,92,63,65,44,"E",1.0017
15,"BL",1,16,92,63,65,44,"E",1.0117
15,"BL",1,17,92,63,65,44,"E",1.0721
15,"BL",1,18,92,63,65,44,"E",1.0189
15,"BL",1,19,92,63,65,44,"E",0.8928
15,"BL",1,20,92,63,65,44,"E",0.8391
15,"BL",2,1,92,63,65,44,"E",1.0812
15,"BL",2,2,92,63,65,44,"E",1.0713
15,"BL",2,3,92,63,65,44,"E",0.9916
15,"BL",2,4,92,63,65,44,"E",0.8202
15,"BL",2,5,92,63,65,44,"E",0.9697
15,"BL",2,6,92,63,65,44,"E",1.3107
15,"BL",2,7,92,63,65,44,"E",0.8624
15,"BL",2,8,92,63,65,44,"E",0.8678
15,"BL",2,9,92,63,65,44,"E",0.9084
15,"BL",2,10,92,63,65,44,"E",0.8024
15,"BL",2,11,92,63,65,44,"E",0.8498
15,"BL",2,12,92,63,65,44,"E",0.7894
15,"BL",2,13,92,63,65,44,"E",0.8309
15,"BL",2,14,92,63,65,44,"E",0.8028
15,"BL",2,15,92,63,65,44,"E",0.9074
15,"BL",2,16,92,63,65,44,"E",0.6496
15,"BL",2,17,92,63,65,44,"E",0.8485
15,"BL",2,18,92,63,65,44,"E",1.0136
15,"BL",2,19,92,63,65,44,"E",0.7706
15,"BL",2,20,92,63,65,44,"E",0.9518
15,"STR",1,1,92,63,65,44,"E",0.6833
15,"STR",1,2,92,63,65,44,"E",0.5715
15,"STR",1,3,92,63,65,44,"E",0.6578
15,"STR",1,4,92,63,65,44,"E",0.6451
15,"STR",1,5,92,63,65,44,"E",0.5664
15,"STR",1,6,92,63,65,44,"E",0.5045
15,"STR",1,7,92,63,65,44,"E",0.7027
15,"STR",1,8,92,63,65,44,"E",0.6133
15,"STR",1,9,92,63,65,44,"E",0.6205
15,"STR",1,10,92,63,65,44,"E",0.5389
15,"STR",1,11,92,63,65,44,"E",0.5804
15,"STR",1,12,92,63,65,44,"E",0.7153
15,"STR",1,13,92,63,65,44,"E",0.6624
15,"STR",1,14,92,63,65,44,"E",0.5073
15,"STR",1,15,92,63,65,44,"E",0.5106
15,"STR",1,16,92,63,65,44,"E",0.5052
15,"STR",1,17,92,63,65,44,"E",0.5338
15,"STR",1,18,92,63,65,44,"E",0.579
15,"STR",1,19,92,63,65,44,"E",0.5318
15,"STR",1,20,92,63,65,44,"E",0.531
15,"STR",2,1,92,63,65,44,"E",0.6333
15,"STR",2,2,92,63,65,44,"E",0.5627
15,"STR",2,3,92,63,65,44,"E",0.6524
15,"STR",2,4,92,63,65,44,"E",0.5513
15,"STR",2,5,92,63,65,44,"E",0.6466
15,"STR",2,6,92,63,65,44,"E",0.5048
15,"STR",2,7,92,63,65,44,"E",0.6886
15,"STR",2,8,92,63,65,44,"E",0.5774
15,"STR",2,9,92,63,65,44,"E",0.4656
15,"STR",2,10,92,63,65,44,"E",0.4633
15,"STR",2,11,92,63,65,44,"E",0.4756
15,"STR",2,12,92,63,65,44,"E",0.5035
15,"STR",2,13,92,63,65,44,"E",0.5524
15,"STR",2,14,92,63,65,44,"E",0.6106
15,"STR",2,15,92,63,65,44,"E",0.5331
15,"STR",2,16,92,63,65,44,"E",0.5016
15,"STR",2,17,92,63,65,44,"E",0.5106
15,"STR",2,18,92,63,65,44,"E",0.6349
15,"STR",2,19,92,63,65,44,"E",0.4871
15,"STR",2,20,92,63,65,44,"E",0.4802
15,"LTR",1,1,92,63,65,44,"E",0.6961
15,"LTR",1,2,92,63,65,44,"E",0.7993
15,"LTR",1,3,92,63,65,44,"E",0.7198
15,"LTR",1,4,92,63,65,44,"E",0.9329
15,"LTR",1,5,92,63,65,44,"E",0.8961
15,"LTR",1,6,92,63,65,44,"E",0.7059
15,"LTR",1,7,92,63,65,44,"E",0.8362
15,"LTR",1,8,92,63,65,44,"E",0.8525
15,"LTR",1,9,92,63,65,44,"E",0.7712
15,"LTR",1,10,92,63,65,44,"E",0.6993
15,"LTR",1,11,92,63,65,44,"E",0.7601
